0,Sand,Tx_sand_01.tga,0009da24,TerrainWetSand04,TerrainWetSand04.dds
#54,GL_Rock_02,Tx_GL_rock_02.tga,000b9f48,CHRock01
#59,AC_dirt_grass_01,Tx_AC_dirt_grass_01.tga,0005dce9,TerrainCPMossDirt
#59,AC_dirt_grass_01,Tx_AC_dirt_grass_01.tga,0008c27f,TerrainCPSandMoss
#59,AC_dirt_grass_01,Tx_AC_dirt_grass_01.tga,000984bb,TerrainBWMossDirt
#6,AI_Grass_Rocky,Tx_grass_rocky_01.tga,00027363,TerrainHDForestGrassDirtRocks01SU
#6,AI_Grass_Rocky,Tx_grass_rocky_01.tga,000914e5,TerrainGCForestMossGrassDirt
#6,AI_Grass_Rocky,Tx_grass_rocky_01.tga,000914e6,TerrainGCRocksDirtMoss01
#6,AI_Grass_Rocky,Tx_grass_rocky_01.tga,0009c6f4,CHTerrainRockyMoss01
#6,AI_Grass_Rocky,Tx_grass_rocky_01.tga,0010da41,TerrainGCRocksDirtMoss01NoGrass
#6,AI_Grass_Rocky,Tx_grass_rocky_01.tga,00115df1,TerrainWWForestGrassDirtRocks01SU
#6,AI_Grass_Rocky,Tx_grass_rocky_01.tga,0012fbe1,TerrainHDForestGrassDirtRocks01FA
#60,AC_dirt_grass_02,Tx_AC_dirt_grass_02.tga,000984b8,TerrainBWSandMoss
#68,MA_lava06,Tx_MA_lava06.tga,000c87e7,TerrainBurnedGrass01
#69,MA_lavarock,Tx_MA_lavarock.tga,00027a0b,TerrainBurnedGround02
#70,MA_lava02,Tx_MA_lava02.tga,00027a0c,TerrainBurnedGround03
#70,MA_lava02,Tx_MA_lava02.tga,00068762,TerrainHDOblivionGrass
#72,MA_lava03,Tx_MA_lava03.tga,00029f96,TerrainBurnedRubble01
#73,MA_lava04,Tx_MA_lava04.tga,0002d31b,TerrainBurnedRubbleSmolder
#73,MA_lava04,Tx_MA_lava04.tga,000878ad,TerrainHDOblivionStoneScorched02noGrass
#74,MA_lava05,Tx_MA_lava05.tga,0002c9e5,TerrainHDOblivionLavaRock02
#75,MA_lavacrust.tga,Tx_MA_lavacrust.tga,0002c9e4,TerrainHDOblivionStoneScorched01
#86,lavacrust01.tga,tx_lavacrust01.tga,00032d46,TerrainHDOblivionLavaStream01
#86,lavacrust01.tga,tx_lavacrust01.tga,00033479,TerrainHDOblivionLava01
#87,lavacrust02.tga,tx_lavacrust02.tga,00015df6,TerrainHDOblivionLavaRockGlass
#87,lavacrust02.tga,tx_lavacrust02.tga,0001efd2,TerrainHDOblivionEvilSymbol01
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,0001c7b4,TerrainHDRocksDirtMoss01SU
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,0001c7b7,TerrainHDGrassMoss01SU
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,000673a7,TerrainHDGrassMoss01SUNoGrass
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,00090e32,TerrainHDRocksDirtMoss01SUNoGrass
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,000984be,TerrainBWSandCattails
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,000e73f2,TerrainNVForestGrassTwigsDirt01SU
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,000e73f3,TerrainNVForestGrassDirtRocks01SU
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,0010f90d,TerrainBWMossGrassNoGrass
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,00115def,TerrainWWGrassMoss01SU
#90,Tx_BC_grass.tga,Tx_BC_grass.tga,001194b0,HeartGrassMoss
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,0008c27b,TerrainCPLichenMud
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,0008c27c,TerrainCPMoss
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,000984b9,TerrainBWLichenMud
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,000984bc,TerrainBWMoss
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,0009c6f7,CHTerrainMoss01
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,0009d843,TerrainBWMudMossNoGrass
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,0009d88d,TerrainBWMudMossShortGrass
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,000e73f1,TerrainNVGrassMoss01SU
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,000e7824,TerrainNVMudMoss
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,0012fbe0,TerrainHDGrassMoss01FA
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,0012fbe2,TerrainHDRocksDirtMoss01FA
#91,Tx_BC_moss.tga,Tx_BC_moss.tga,001886da,TerrainWWRocksDirtMoss01SUNoGrass
#96,Tx_BC_scrub.tga,Tx_BC_scrub.tga,0009c71d,CHTerrainDirtGrass01
#99,Tx_BC_rockyscrub.tga,Tx_BC_rockyscrub.tga,0005dce8,TerrainCPTreeRootsMoss
#99,Tx_BC_rockyscrub.tga,Tx_BC_rockyscrub.tga,000984ba,TerrainBWTreeRootsMoss
